,Name,Latitude,Longitude,Street1,Street2,Street3,City,CountrySubdivisionCode,Income_x,Population_x,lat-API,long-API,target search add,Income_y,Population_y,Male Pop (%),White (%),Black (%),Asian (%),Hispanic (%),Employed (%),Travel Time to Work (mins),Median Age,Age <18 (%)
203,Ridgewood Downtown,40.98,-74.12,193 E Ridgewood Ave,,,Ridgewood,NJ,162011.0,25554.0,40.9792442,-74.11547689999999,"193 E Ridgewood Ave, Ridgewood, NJ",162011.0,25554.0,48.29,79.72,1.66,14.75,7.76,45.12,34.0,41.8,30.37
204,Rio Grande,39.02,-74.87,3301 Route 9 South,Unit T-1A,Rio Grande Shopping Center,Rio Grande,NJ,,,39.0170498,-74.8741654,"3301 Route 9 South, Rio Grande, NJ",,,,,,,,,,,
205,Target Riverdale - T2247,40.99,-74.31,94 SR-23,,,Riverdale,NJ,100602.0,4238.0,40.99008389999999,-74.3248371,"94 SR-23, Riverdale, NJ",100602.0,4238.0,47.45,91.86,0.0,4.58,10.5,60.67,,41.2,17.7
206,Target Delran T-2104,40.01,-74.96,4000 Route 130,,,Riverside,NJ,60885.0,7969.0,40.0109939,-74.96079379999999,"4000 Route 130, Riverside, NJ",60885.0,7969.0,53.08,77.6,13.58,1.56,11.96,54.51,,42.5,20.81
207,Rockaway Townsquare Mall,40.91,-74.55,301 Mt. Hope Avenue,,Rockaway Townsquare Mall,Rockaway,NJ,106599.0,24758.0,40.9075589,-74.5539579,"301 Mt. Hope Avenue, Rockaway, NJ",106599.0,24758.0,48.49,85.39,3.97,6.43,11.95,54.1,,45.1,20.72
208,Rockaway Townsquare Mall,40.91,-74.55,301 Mt. Hope Avenue,,Rockaway Townsquare Mall,Rockaway,NJ,106599.0,24758.0,40.9075589,-74.5539579,"301 Mt. Hope Avenue, Rockaway, NJ",83714.0,6473.0,48.9,84.33,4.8,7.66,17.13,51.83,,47.6,19.76
209,"Rockaway, Ring Road",40.91,-74.56,395 Mount Hope Avenue,300,,Rockaway,NJ,106599.0,24758.0,40.9070298,-74.5480619,"395 Mount Hope Avenue, Rockaway, NJ",106599.0,24758.0,48.49,85.39,3.97,6.43,11.95,54.1,,45.1,20.72
210,"Rockaway, Ring Road",40.91,-74.56,395 Mount Hope Avenue,300,,Rockaway,NJ,106599.0,24758.0,40.9070298,-74.5480619,"395 Mount Hope Avenue, Rockaway, NJ",83714.0,6473.0,48.9,84.33,4.8,7.66,17.13,51.83,,47.6,19.76
211,Target Rockaway T-1864,40.91,-74.56,381 Mt. Hope Ave,,,Rockaway,NJ,106599.0,24758.0,40.9060159,-74.5600592,"381 Mt. Hope Ave, Rockaway, NJ",106599.0,24758.0,48.49,85.39,3.97,6.43,11.95,54.1,,45.1,20.72
212,Target Rockaway T-1864,40.91,-74.56,381 Mt. Hope Ave,,,Rockaway,NJ,106599.0,24758.0,40.9060159,-74.5600592,"381 Mt. Hope Ave, Rockaway, NJ",83714.0,6473.0,48.9,84.33,4.8,7.66,17.13,51.83,,47.6,19.76
213,Roseland,40.82,-74.33,43 Eisenhower Parkway,,Eagle Rock Plaza,Roseland,NJ,110208.0,5907.0,40.8214943,-74.32802219999999,"43 Eisenhower Parkway, Roseland, NJ",110208.0,5907.0,46.81,85.29,0.0,10.16,7.33,51.18,,50.4,20.03
214,96 Meadow Road,40.82,-74.1,96 Meadow Road,,,Rutherford,NJ,93787.0,18622.0,40.8227653,-74.1007109,"96 Meadow Road, Rutherford, NJ",93787.0,18622.0,48.16,74.28,2.28,17.54,16.8,52.27,31.0,43.6,20.56
215,Sea Girt,40.14,-74.06,2150 Highway 35,#E-18,Brook 35 Plaza,Sea Girt,NJ,126667.0,1714.0,40.1380271,-74.0616819,"2150 Highway 35, Sea Girt, NJ",126667.0,1714.0,50.29,99.77,0.18,0.06,2.39,39.67,,58.8,14.18
216,NJ Alexander Hamilton Travel Plaza,40.78,-74.06,"NJ Turnpike, Milemarker 111.6 S",,,Secaucus,NJ,99883.0,19279.0,40.769983,-74.065173,"NJ Turnpike, Milemarker 111.6 S, Secaucus, NJ",99883.0,19279.0,48.65,61.47,3.06,30.06,16.88,52.17,30.0,46.5,18.9
217,"Secaucus, Harmon Meadow",40.79,-74.05,700 Plaza Drive,,The Plaza at the Meadows,Secaucus,NJ,99883.0,19279.0,40.787551,-74.045812,"700 Plaza Drive, Secaucus, NJ",99883.0,19279.0,48.65,61.47,3.06,30.06,16.88,52.17,30.0,46.5,18.9
218,Sewell Washington Center,39.75,-75.08,304 Greentree Road,,Washington Center,Sewell,NJ,,,39.7500755,-75.0765598,"304 Greentree Road, Sewell, NJ",,,,,,,,,,,
219,Target Mantua T-2384,39.77,-75.13,675 Woodbury Glassboro Rd,,,Sewell,NJ,,,39.76458780000001,-75.1313698,"675 Woodbury Glassboro Rd, Sewell, NJ",,,,,,,,,,,
220,The Mall at Short Hills,40.74,-74.36,1200 Morris Turnpike,,The Mall at Short Hills,Shorthills,NJ,,,40.7408743,-74.3642457,"1200 Morris Turnpike, Shorthills, NJ",,,,,,,,,,,
221,Shrewsbury,40.33,-74.06,551 Route 35,,The Grove,Shrewsbury,NJ,122321.0,4051.0,40.3332923,-74.0615838,"551 Route 35, Shrewsbury, NJ",122321.0,4051.0,44.31,96.94,0.59,1.58,1.78,45.79,,46.4,25.72
222,Shrewsbury,40.33,-74.06,551 Route 35,,The Grove,Shrewsbury,NJ,122321.0,4051.0,40.3332923,-74.0615838,"551 Route 35, Shrewsbury, NJ",57697.0,1117.0,43.78,59.27,25.51,10.3,15.31,65.8,,39.6,17.73
223,"Sicklerville, NJ",39.74,-75.01,611 Berlin Cross Keys Rd.,,,Sicklerville,NJ,,,39.7356836,-75.00829329999999,"611 Berlin Cross Keys Rd., Sicklerville, NJ",,,,,,,,,,,
224,Target Gloucester T-2181,39.75,-74.99,1615 Berlin Cross Keys Rd,,,Sicklerville,NJ,,,39.747435,-74.99421099999999,"1615 Berlin Cross Keys Rd, Sicklerville, NJ",,,,,,,,,,,
225,Somers Point,39.33,-74.6,55 Bethel Road,,Ocean Heights Plaza,Somers Point,NJ,52397.0,10644.0,39.3311673,-74.59509109999999,"55 Bethel Road, Somers Point, NJ",52397.0,10644.0,45.02,77.39,13.8,5.67,10.7,50.94,,45.8,21.35
226,Somerset,40.52,-74.52,120 Cedar Grove Lane,,Cedar Grove Shopping Center,Somerset,NJ,,,40.5215248,-74.5213283,"120 Cedar Grove Lane, Somerset, NJ",,,,,,,,,,,
227,Somerville Town Ctr.,40.57,-74.62,"145 W. Main St, unit A-1",Unit A1,,Somerville,NJ,72731.0,12234.0,40.5691873,-74.615887,"145 W. Main St, unit A-1, Somerville, NJ",72731.0,12234.0,50.23,71.08,9.6,11.24,21.78,53.83,,39.3,19.57
228,Cheesequake Travel Plaza,40.47,-74.29,Garden State Parkway Mile Post 124,PO Box 307,,South Amboy,NJ,65074.0,8811.0,40.466341,-74.289289,"Garden State Parkway Mile Post 124, South Amboy, NJ",65074.0,8811.0,51.84,88.12,5.95,3.72,13.74,52.08,29.0,46.5,16.87
229,"Sayreville, NJ",40.46,-74.3,957 Route 9 N,,,South Amboy,NJ,65074.0,8811.0,40.46216889999999,-74.2952177,"957 Route 9 N, South Amboy, NJ",65074.0,8811.0,51.84,88.12,5.95,3.72,13.74,52.08,29.0,46.5,16.87
230,Target South Brunswick NJ T-2256,40.38,-74.57,4190 Rt 1 N,,,South Brunswick,NJ,113815.0,45602.0,40.3808926,-74.57604959999999,"4190 Rt 1 N, South Brunswick, NJ",113815.0,45602.0,48.98,44.81,8.99,42.34,6.84,51.27,36.0,47.2,25.8
231,South Orange,40.75,-74.26,11 Sloan Street,,,South Orange,NJ,,,40.745752,-74.2605277,"11 Sloan Street, South Orange, NJ",,,,,,,,,,,
232,Target South Plainfield T-1929,40.55,-74.43,5000 Hadley Center Dr,,,South Plainfield,NJ,91889.0,24154.0,40.5481466,-74.4265485,"5000 Hadley Center Dr, South Plainfield, NJ",91889.0,24154.0,49.88,61.9,11.16,16.88,16.51,51.83,30.0,45.2,21.26
233,Acme - Wall Township #780,40.15,-74.06,2007 Route 35,,,Spring Lake,NJ,88679.0,2980.0,40.1533698,-74.05538059999999,"2007 Route 35, Spring Lake, NJ",88679.0,2980.0,51.51,99.4,0.0,0.6,0.0,42.48,,55.6,20.5
234,Summit,40.72,-74.36,2 Beechwood Road,,,Summit,NJ,132443.0,22155.0,40.7170907,-74.3578007,"2 Beechwood Road, Summit, NJ",132443.0,22155.0,49.29,81.2,3.53,7.72,15.6,46.88,31.0,40.6,28.6
235,Jersey Shore Premium Outlets,40.22,-74.09,1 Premium Outlet Blvd.,,,Tinton Falls,NJ,79206.0,17902.0,40.2243495,-74.0948707,"1 Premium Outlet Blvd., Tinton Falls, NJ",79206.0,17902.0,44.89,79.26,8.84,5.5,5.07,48.73,,52.4,18.27
236,Ocean County Mall,39.98,-74.18,1201 HOOPER AVE,1072,Ocean County Mall,Toms River,NJ,76051.0,91415.0,39.9804225,-74.17923139999999,"1201 HOOPER AVE, Toms River, NJ",76051.0,91415.0,48.5,88.23,3.2,4.19,8.35,48.26,,46.1,20.74
237,Stop & Shop-Toms River #811,39.95,-74.16,353 Route 37 East,,,Toms River,NJ,76051.0,91415.0,39.9582017,-74.1720825,"353 Route 37 East, Toms River, NJ",76051.0,91415.0,48.5,88.23,3.2,4.19,8.35,48.26,,46.1,20.74
238,Toms River Route 9,40.05,-74.22,2360 Lakewood Rd,,,Toms River,NJ,76051.0,91415.0,40.04480960000001,-74.2241174,"2360 Lakewood Rd, Toms River, NJ",76051.0,91415.0,48.5,88.23,3.2,4.19,8.35,48.26,,46.1,20.74
239,Richard Stockton Travel Plaza,40.18,-74.64,200 Uncle Petes Rd,,,Trenton,NJ,35524.0,84867.0,40.17796209999999,-74.6311681,"200 Uncle Petes Rd, Trenton, NJ",35524.0,84867.0,51.38,39.62,50.48,1.43,35.96,40.45,24.0,35.3,25.18
240,5340 Route 42 Turnersville,39.76,-75.05,5340 Route 42,,,Turnersville,NJ,,,39.75499,-75.04659699999999,"5340 Route 42, Turnersville, NJ",,,,,,,,,,,
241,Target Turnersville T-1132,39.73,-75.04,4001 Black Horse Pike,,,Turnersville,NJ,,,39.7327433,-75.0397582,"4001 Black Horse Pike, Turnersville, NJ",,,,,,,,,,,
242,Kean University-Thompson Library,40.68,-74.24,1000 Morris Ave,,,Union,NJ,79324.0,58499.0,40.6764579,-74.2284791,"1000 Morris Ave, Union, NJ",79324.0,58499.0,48.31,49.04,30.6,10.41,16.34,51.51,29.0,47.6,18.22
243,Kean University-Thompson Library,40.68,-74.24,1000 Morris Ave,,,Union,NJ,79324.0,58499.0,40.6764579,-74.2284791,"1000 Morris Ave, Union, NJ",108333.0,5669.0,51.58,83.56,9.21,4.07,5.91,47.17,,43.0,25.97
244,Rt. 22 - Center Island,40.69,-74.31,2698 Route 22 East,,,Union,NJ,79324.0,58499.0,40.6887724,-74.3071921,"2698 Route 22 East, Union, NJ",79324.0,58499.0,48.31,49.04,30.6,10.41,16.34,51.51,29.0,47.6,18.22
245,Rt. 22 - Center Island,40.69,-74.31,2698 Route 22 East,,,Union,NJ,79324.0,58499.0,40.6887724,-74.3071921,"2698 Route 22 East, Union, NJ",108333.0,5669.0,51.58,83.56,9.21,4.07,5.91,47.17,,43.0,25.97
246,Target Union T-2141,40.72,-74.29,2235 Springfield Ave,,,Union,NJ,79324.0,58499.0,40.7170884,-74.2855479,"2235 Springfield Ave, Union, NJ",79324.0,58499.0,48.31,49.04,30.6,10.41,16.34,51.51,29.0,47.6,18.22
247,Target Union T-2141,40.72,-74.29,2235 Springfield Ave,,,Union,NJ,79324.0,58499.0,40.7170884,-74.2855479,"2235 Springfield Ave, Union, NJ",108333.0,5669.0,51.58,83.56,9.21,4.07,5.91,47.17,,43.0,25.97
248,Acme - Vernon #2820,41.19,-74.49,530 CR-515,,,Vernon,NJ,90805.0,22572.0,41.1949089,-74.48306029999999,"530 CR-515, Vernon, NJ",90805.0,22572.0,48.99,93.23,2.48,0.6,9.66,55.6,,44.2,20.38
249,Vineland Cumberland Mall,39.43,-75.04,3849 S. Delsea Road,Space #A0013,Cumberland Mall,Vineland,NJ,51113.0,60824.0,39.4318915,-75.03796539999999,"3849 S. Delsea Road, Vineland, NJ",51113.0,60824.0,46.94,69.68,14.37,1.37,39.06,44.75,,41.7,23.65
250,"Cedar Hill Shopping Center,Voorhees",39.84,-74.93,148 Route 73,,Cedar Hill Shopping Center,Voorhees,NJ,85199.0,29386.0,39.8349607,-74.9251701,"148 Route 73, Voorhees, NJ",85199.0,29386.0,48.59,66.72,10.33,19.2,4.39,45.72,30.0,48.1,20.26
251,Warren,40.62,-74.49,4 Mount Bethel Rd,,,Warren,NJ,154647.0,15998.0,40.6162946,-74.4943925,"4 Mount Bethel Rd, Warren, NJ",154647.0,15998.0,48.73,78.87,0.79,18.11,5.67,48.57,30.0,47.4,22.77
252,Target Watchung,40.64,-74.41,1515 US Highway 22,,,Watchung,NJ,121678.0,5961.0,40.64043220000001,-74.4225373,"1515 US Highway 22, Watchung, NJ",121678.0,5961.0,46.87,80.07,1.04,14.86,13.22,43.05,,44.4,24.14
253,Berdan Ave & Hamburg Turnpike,40.96,-74.24,1118 Hamburg Turnpike,,,Wayne,NJ,108092.0,55154.0,40.9607283,-74.240186,"1118 Hamburg Turnpike, Wayne, NJ",108092.0,55154.0,47.17,87.06,1.79,8.2,12.06,49.6,28.0,44.5,20.51
254,Macy's - Willowbrook,40.89,-74.26,1100 Willowbrook Blvd,,Willowbrook Mall,Wayne,NJ,108092.0,55154.0,40.8874524,-74.254992,"1100 Willowbrook Blvd, Wayne, NJ",108092.0,55154.0,47.17,87.06,1.79,8.2,12.06,49.6,28.0,44.5,20.51
255,Paterson-Hamburg Tpke - Wayne,40.94,-74.2,183 Hamburg Turnpike,,,Wayne,NJ,108092.0,55154.0,40.9447034,-74.2050466,"183 Hamburg Turnpike, Wayne, NJ",108092.0,55154.0,47.17,87.06,1.79,8.2,12.06,49.6,28.0,44.5,20.51
256,Wayne Rt. 23,40.95,-74.27,1606 Route 23 North,,,Wayne,NJ,108092.0,55154.0,40.9391421,-74.26898589999999,"1606 Route 23 North, Wayne, NJ",108092.0,55154.0,47.17,87.06,1.79,8.2,12.06,49.6,28.0,44.5,20.51
257,Wayne West Belt Plaza,40.89,-74.25,57 state route 23,,,Wayne,NJ,108092.0,55154.0,40.8899432,-74.25026679999999,"57 state route 23, Wayne, NJ",108092.0,55154.0,47.17,87.06,1.79,8.2,12.06,49.6,28.0,44.5,20.51
258,Willowbrook Mall Food Court,40.89,-74.26,1400 Willowbrook Mall,,Willowbrook Mall,Wayne,NJ,108092.0,55154.0,40.8887069,-74.2593816,"1400 Willowbrook Mall, Wayne, NJ",108092.0,55154.0,47.17,87.06,1.79,8.2,12.06,49.6,28.0,44.5,20.51
259,West Caldwell,40.85,-74.3,546 Passaic Ave.,,,West Caldwell,NJ,105931.0,10932.0,40.8488896,-74.296948,"546 Passaic Ave., West Caldwell, NJ",105931.0,10932.0,46.53,90.92,1.2,7.02,5.31,49.35,27.0,46.5,20.02
260,West New York,40.78,-74.01,55-1 Riverwalk Place,,,West New York,NJ,50477.0,53345.0,40.782952,-74.0071569,"55-1 Riverwalk Place, West New York, NJ",50477.0,53345.0,49.82,59.53,3.39,6.2,76.95,51.22,36.0,36.4,20.9
261,Westfield,40.65,-74.35,117 Central Avenue,,,Westfield,NJ,159923.0,30591.0,40.6520818,-74.3469368,"117 Central Avenue, Westfield, NJ",159923.0,30591.0,47.75,85.27,3.48,6.28,7.6,47.46,37.0,42.6,28.92
262,Westwood Avenue,40.99,-74.03,102 Westwood Avenue,104,Meisel Building,Westwood,NJ,95685.0,11246.0,40.9920857,-74.0316888,"102 Westwood Avenue, Westwood, NJ",95685.0,11246.0,46.51,78.53,6.89,8.8,16.57,52.86,,43.4,22.88
263,NJ Grover Cleveland Travel Plaza,40.56,-74.26,Mile Marker 92.9,,,Woodbridge,NJ,83266.0,101639.0,40.556982,-74.2632034,"Mile Marker 92.9, Woodbridge, NJ",83266.0,101639.0,51.15,56.96,11.54,24.58,18.87,49.69,30.0,45.3,20.43
264,Thomas Edison Travel Plza,40.56,-74.27,"New Jersey Turnpike, Mile Post 92.9 S",,,Woodbridge,NJ,83266.0,101639.0,40.55995650000001,-74.26459849999999,"New Jersey Turnpike, Mile Post 92.9 S, Woodbridge, NJ",83266.0,101639.0,51.15,56.96,11.54,24.58,18.87,49.69,30.0,45.3,20.43
265,Woodbridge Mall,40.56,-74.3,250 Woodbridge Center Drive,,Woodbridge Center,Woodbridge,NJ,83266.0,101639.0,40.55594860000001,-74.3015106,"250 Woodbridge Center Drive, Woodbridge, NJ",83266.0,101639.0,51.15,56.96,11.54,24.58,18.87,49.69,30.0,45.3,20.43
266,Acme - Woodcliff Lake #1069,41.04,-74.07,520 Chestnut Ridge Rd,,,Woodcliff Lake,NJ,161250.0,5868.0,41.0430812,-74.0709523,"520 Chestnut Ridge Rd, Woodcliff Lake, NJ",161250.0,5868.0,47.67,89.83,2.66,6.51,1.57,49.54,,46.3,24.4
267,Wyckoff,41.01,-74.17,325 Franklin Avenue,,,Wyckoff,NJ,147463.0,17231.0,41.0116048,-74.1677595,"325 Franklin Avenue, Wyckoff, NJ",147463.0,17231.0,47.07,92.51,0.59,5.2,3.4,44.07,28.0,44.9,25.53
268,Woodrow Wilson Travel Plaza - N6,40.18,-74.63,"Mile post 57.8-North, NJ Turnpike",,,Yardville,NJ,,,40.1764357,-74.6316598,"Mile post 57.8-North, NJ Turnpike, Yardville, NJ",,,,,,,,,,,
